Domain,FIPS,CountryName
footmarseille.com,FR,France
footmercato.net,FR,France
fortuneo.fr,FR,France
fra.europa.eu,FR,France
france-amerique.com,FR,France
france2.fr,FR,France
france24.com,FR,France
france3-regions.francetvinfo.fr,FR,France
france3.fr,FR,France
france5.fr,FR,France
francebleu.fr,FR,France
franceculture.fr,FR,France
franceguyane.fr,FR,France
franceinfo.fr,FR,France
franceinter.fr,FR,France
francemobiles.com,FR,France
francesoir.fr,FR,France
francetoday.com,FR,France
francetransactions.com,FR,France
francetvinfo.fr,FR,France
franche-comte.fr,FR,France
francophonie.org,FR,France
fredzone.org,FR,France
freenews.fr,FR,France
frenchweb.fr,FR,France
frequenceterre.com,FR,France
frontnational.com,FR,France
gala.fr,FR,France
gallica.bnf.fr,FR,France
gamalive.com,FR,France
gameblog.fr,FR,France
gamer-network.fr,FR,France
gamesbids.com,FR,France
gandi.net,FR,France
gard.fr,FR,France
gazetteinfo.fr,FR,France
gazettevaldoise.fr,FR,France
gazzettamatin.com,FR,France
geeksandcom.com,FR,France
generation-nt.com,FR,France
geopolis.francetvinfo.fr,FR,France
ghanainfrance.com,FR,France
giiks.com,FR,France
gizmodo.fr,FR,France
glamourparis.com,FR,France
globalsecuritymag.fr,FR,France
goodplanet.info,FR,France
gouvernement.fr,FR,France
gqmagazine.fr,FR,France
grapewallofchina.com,FR,France
grazia.fr,FR,France
grioo.com,FR,France
guadeloupe.franceantilles.fr,FR,France
guadeloupe.la1ere.fr,FR,France
guineeinformation.fr,FR,France
guyane.la1ere.fr,FR,France
haute-garonne.fr,FR,France
hauteloire.fr,FR,France
hautetfort.com,FR,France
hitek.fr,FR,France
hoaxbuster.com,FR,France
hominides.com,FR,France
hospitality-on.com,FR,France
huffingtonpost.fr,FR,France
humanite.fr,FR,France
humaniteinenglish.com,FR,France
humanoides.fr,FR,France
i-dietetique.com,FR,France
iccwbo.org,FR,France
ici-c-nancy.fr,FR,France
idboox.com,FR,France
igen.fr,FR,France
iisd.org,FR,France
iledefrance.fr,FR,France
immobilier.lefigaro.fr,FR,France
immoweek.fr,FR,France
indicerh.com,FR,France
indicerh.net,FR,France
infirmiers.com,FR,France
info-chalon.com,FR,France
infodsi.com,FR,France
infonormandie.com,FR,France
informarexresistere.fr,FR,France
informations.handicap.fr,FR,France
informatiquenews.fr,FR,France
infos-dijon.com,FR,France
infos.fr,FR,France
infotekart.com,FR,France
inra.fr,FR,France
inrng.com,FR,France
internetactu.net,FR,France
interpol.int,FR,France
inthemoodforcinema.com,FR,France
investincotedazur.com,FR,France
investir.lesechos.fr,FR,France
investmenteurope.net,FR,France
iphoneaddict.fr,FR,France
iphonesoft.fr,FR,France
ipreunion.com,FR,France
ipsos-na.com,FR,France
ird.fr,FR,France
irenanewsroom.org,FR,France
iso.org,FR,France
itchannel.info,FR,France
itele.fr,FR,France
itespresso.fr,FR,France
itforbusiness.fr,FR,France
itrgames.com,FR,France
itrmanager.com,FR,France
itrmobiles.com,FR,France
itrnews.com,FR,France
ituc-csi.org,FR,France
izf.net,FR,France
jactiv.ouest-france.fr,FR,France
javafilms.fr,FR,France
jdli.com,FR,France
jeanmarcmorandini.com,FR,France
jegoun.net,FR,France
jesuislibre.org,FR,France
jeuneafrique.com,FR,France
jeuxactu.com,FR,France
jeuxpo.com,FR,France
jhm.fr,FR,France
jim.fr,FR,France
jolpress.com,FR,France
journal-aviation.com,FR,France
journalauto.com,FR,France
journaldelagence.com,FR,France
journaldeleconomie.fr,FR,France
journaldelenvironnement.net,FR,France
journaldesfemmes.com,FR,France
journaldugeek.com,FR,France
journaldunet.com,FR,France
journallamarne.fr,FR,France
june.fr,FR,France
jura.fr,FR,France
juritravail.com,FR,France
justarsenal.com,FR,France
justice.gouv.fr,FR,France
kabyles.net,FR,France
konbini.com,FR,France
kulturegeek.fr,FR,France
kuwaitnews.com,FR,France
l-echo.info,FR,France
la-croix.com,FR,France
la-kabylie.com,FR,France
la-nouvelle-gazette.fr,FR,France
la1ere.fr,FR,France
lachainemeteo.com,FR,France
lachroniquerepublicaine.fr,FR,France
ladbrokes.com,FR,France
ladepeche.fr,FR,France
ladn.eu,FR,France
ladocumentationfrancaise.fr,FR,France
lafranceagricole.fr,FR,France
lagauchematuer.fr,FR,France
lagazettedelamanche.fr,FR,France
lagazettedescommunes.com,FR,France
lagazettemorbihan.fr,FR,France
lalettre.pro,FR,France
lalsace.fr,FR,France
lamanchelibre.fr,FR,France
lamarseillaise.fr,FR,France
lamayenneonadore.fr,FR,France
lamontagne.fr,FR,France
lanouvellerepublique.fr,FR,France
lantenne.com,FR,France
lapauseinfo.fr,FR,France
lapressedarmor.fr,FR,France
laprovence.com,FR,France
lardennais.fr,FR,France
larenaissance-lebessin.fr,FR,France
larep.fr,FR,France
larepublique77.fr,FR,France
larepubliquedespyrenees.fr,FR,France
largus.fr,FR,France
laruche.fr,FR,France
larvf.com,FR,France
lasemainedansleboulonnais.fr,FR,France
lasemaineduroussillon.com,FR,France
latelelibre.fr,FR,France
latribune.fr,FR,France
lavenirdelartois.fr,FR,France
lavie.fr,FR,France
lavieimmo.com,FR,France
lavienumerique.com,FR,France
lavoixdelalibye.com,FR,France
lavoixdunord.fr,FR,France
lavoixlebocage.fr,FR,France
lci.tf1.fr,FR,France
lcp.fr,FR,France
ldh-toulon.net,FR,France
le-pays.fr,FR,France
le-perche.fr,FR,France
le-petitbleu.fr,FR,France
le-republicain.fr,FR,France
leberry.fr,FR,France
leblogtvnews.com,FR,France
lechodelalys.fr,FR,France
lechodelapresquile.fr,FR,France
lechodelargoat.fr,FR,France
lechorepublicain.fr,FR,France
leclaireur-ladepeche.fr,FR,France
leclaireurdechateaubriant.fr,FR,France
lecourrier-lecho.fr,FR,France
lecourrier-leprogres.fr,FR,France
lecourrierdelamayenne.fr,FR,France
lecourrierdeleure.fr,FR,France
lecourrierdupaysderetz.fr,FR,France
lecourriervendeen.fr,FR,France
ledauphine.com,FR,France
ledemocratevernonnais.fr,FR,France
lefigaro.fr,FR,France
leflog.net,FR,France
legrandsoir.info,FR,France
legrigriinternational.com,FR,France
lejdc.fr,FR,France
lejdd.fr,FR,France
lejournaldabbeville.fr,FR,France
lejournaldelbeuf.fr,FR,France
lejournaldelorne.fr,FR,France
lejournaldemontreuil.fr,FR,France
lejournaldesentreprises.com,FR,France
lejournaldesflandres.fr,FR,France
lejournaldessables.fr,FR,France
lejournaldevitre.fr,FR,France
lejournaldupaysyonnais.fr,FR,France
lejournalinternational.fr,FR,France
lejsl.com,FR,France
lelab.europe1.fr,FR,France
lemagit.fr,FR,France
lemainelibre.fr,FR,France
lemarin.fr,FR,France
lemedia05.com,FR,France
lemeilleurdupsg.com,FR,France
lemoci.com,FR,France
lemonde.fr,FR,France
lemondeinformatique.fr,FR,France
lemondenumerique.com,FR,France
lemoniteur.fr,FR,France
lemoniteurdespharmacies.fr,FR,France
lenergeek.com,FR,France
lenergiedavancer.com,FR,France
lenouveleconomiste.fr,FR,France
lensois.com,FR,France
lentreprise.com,FR,France
lentreprise.lexpress.fr,FR,France
lepanmedia.com,FR,France
leparisien.fr,FR,France
leparticulier.fr,FR,France
lepaysbriard.fr,FR,France
lepaysdauge.fr,FR,France
lepaysmalouin.fr,FR,France
lepenthievre.fr,FR,France
lepetitjournal.com,FR,France
lepharedunkerquois.fr,FR,France
lephoceen.fr,FR,France
leploermelais.fr,FR,France
lepoint.fr,FR,France
lepopulaire.fr,FR,France
leprogres.fr,FR,France
lepublicateurlibre.fr,FR,France
lequipe.fr,FR,France
lequotidiendumedecin.fr,FR,France
lerepairedesmotards.com,FR,France
lerepublicain.net,FR,France
lereveildeberck.fr,FR,France
lereveildeneufchatel.fr,FR,France
lereveilnormand.fr,FR,France
lerevenu.com,FR,France
lesalpesmancelles.fr,FR,France
lesclesdumidi.com,FR,France
lesechos-comfi.lesechos.fr,FR,France
lesechos.fr,FR,France
lesechosdutouquet.fr,FR,France
leshommesmodernes.com,FR,France
lesinformationsdieppoises.fr,FR,France
lesinrocks.com,FR,France
lesmotsontunsens.com,FR,France
lesnewseco.fr,FR,France
lesnouvelles.fr,FR,France
lesnouvellesdefalaise.fr,FR,France
lesnouvellesdesable.fr,FR,France
lesnouvellesnews.fr,FR,France
lesnumeriques.com,FR,France
lest-eclair.fr,FR,France
lesuricate.org,FR,France
letelegramme.fr,FR,France
letregor.fr,FR,France
letudiant.fr,FR,France
leveil.fr,FR,France
leveildelisieux.fr,FR,France
leveildepontaudemer.fr,FR,France
leveilnormand.fr,FR,France
lexpansion.lexpress.fr,FR,France
lexpress.fr,FR,France
lhebdodesevreetmaine.fr,FR,France
liberation.fr,FR,France
liberationafrique.org,FR,France
libertebonhomme.fr,FR,France
lifenouvelle.com,FR,France
ligue1.com,FR,France
lille-communiques.com,FR,France
limpartial-andelys.fr,FR,France
lindependant.fr,FR,France
lindicateurdesflandres.fr,FR,France
linformateur-leclaireur.fr,FR,France
linformaticien.com,FR,France
linformatique.org,FR,France
linternaute.com,FR,France
linuxfr.org,FR,France
loeildelaphotographie.com,FR,France
lopinion.fr,FR,France
loractu.fr,FR,France
lornecombattante.fr,FR,France
lorraine.eu,FR,France
lorrainenumerique.net,FR,France
losc.fr,FR,France
lsa-conso.fr,FR,France
lunion.com,FR,France
lunion.fr,FR,France
lynxeds.com,FR,France
lyoncapitale.fr,FR,France
lyonmag.com,FR,France
lyonne.fr,FR,France
lyonpoleimmo.com,FR,France
lyonpremiere.com,FR,France
m.lesechos.fr,FR,France
macommune.info,FR,France
madame.lefigaro.fr,FR,France
maddyness.com,FR,France
madeinfoot.com,FR,France
madmoizelle.com,FR,France
mag-securs.com,FR,France
magicmaman.com,FR,France
magnumlaradio.com,FR,France
makesite.fr,FR,France
marianne.net,FR,France
marieclaire.fr,FR,France
maritima.info,FR,France
marketing-professionnel.fr,FR,France
marne.fr,FR,France
martinique.franceantilles.fr,FR,France
martinique.la1ere.fr,FR,France
masculin.com,FR,France
matthewjukes.com,FR,France
maville.com,FR,France
maxoe.com,FR,France
maxrally.com,FR,France
mayotte.la1ere.fr,FR,France
mboaconnect.com,FR,France
mc-doualiya.com,FR,France
mcetv.fr,FR,France
mcm.fr,FR,France
mediafootmarseille.fr,FR,France
mediapart.fr,FR,France
medias-presse.info,FR,France
medias24.com,FR,France
mediateur.radiofrance.fr,FR,France
medisite.fr,FR,France
medisite.fr,FR,France
medscape.com,FR,France
meilleurmobile.com,FR,France
melty.fr,FR,France
meltybuzz.fr,FR,France
meltycampus.fr,FR,France
meltydiscovery.fr,FR,France
meltyfashion.fr,FR,France
meltyfood.fr,FR,France
meltystyle.fr,FR,France
meltyxtrem.fr,FR,France
mensquare.com,FR,France
menswearhouse.com,FR,France
mercato365.com,FR,France
mercotte.fr,FR,France
meretmarine.com,FR,France
meta-media.fr,FR,France
metamag.fr,FR,France
meteo-paris.com,FR,France
metronews.fr,FR,France
midiblogs.com,FR,France
midilibre.fr,FR,France
midinews.com,FR,France
midipyrenees.fr,FR,France
mimifroufrou.com,FR,France
miroirsocial.com,FR,France
mlyon.fr,FR,France
mobile.lemonde.fr,FR,France
mobilicites.com,FR,France
mon43.fr,FR,France
monaulnay.com,FR,France
mondafrique.com,FR,France
monde-diplomatique.fr,FR,France
monpetitforfait.com,FR,France
monsieurvintage.com,FR,France
montres.lepoint.fr,FR,France
monwindowsphone.com,FR,France
morznet.com,FR,France
mosx.org,FR,France
moteurnature.com,FR,France
moto-net.com,FR,France
moto-station.com,FR,France
motoplanete.com,FR,France
motorbiker.org,FR,France
motoservices.com,FR,France
mouvements.info,FR,France
msf.fr,FR,France
musicinafrica.net,FR,France
musique-libre.org,FR,France
mutualite.fr,FR,France
mypharma-editions.com,FR,France
ndf.fr,FR,France
nerienlouper.fr,FR,France
net-iris.fr,FR,France
netpme.fr,FR,France
neuillyjournal.com,FR,France
news-banques.com,FR,France
news.autojournal.fr,FR,France
news.autoplus.fr,FR,France
news.sportauto.fr,FR,France
newspress.fr,FR,France
next-finance.net,FR,France
next.liberation.fr,FR,France
nextinpact.com,FR,France
nice-premium.com,FR,France
nicematin.com,FR,France
nicerendezvous.com,FR,France
nintendo-town.fr,FR,France
nintendo-town.fr,FR,France
non-stop-people.com,FR,France
nordbretagne.fr,FR,France
nordeclair.fr,FR,France
nordlittoral.fr,FR,France
normandie-actu.fr,FR,France
normandinamik.cci.fr,FR,France
notre-planete.info,FR,France
notretemps.com,FR,France
nouveaucentre.fr,FR,France
nouvellecaledonie.la1ere.fr,FR,France
nouvelobs.com,FR,France
novethic.fr,FR,France
npa2009.org,FR,France
nrj.fr,FR,France
nsae.fr,FR,France
numerama.com,FR,France
nycefm.com,FR,France
objectif-languedoc-roussillon.latribune.fr,FR,France
objectifaquitaine.latribune.fr,FR,France
objectifeco.com,FR,France
objectifgard.com,FR,France
objectifnews.latribune.fr,FR,France
oecdobserver.org,FR,France
oeildafrique.com,FR,France
officielinterim.com,FR,France
offremedia.com,FR,France
oise.fr,FR,France
olympique-et-lyonnais.com,FR,France
onrefaitlescourses.rtl.fr,FR,France
opportunitiesforafricans.com,FR,France
opticien-presse.fr,FR,France
opuscolorado.com,FR,France
orangeinfo.fr,FR,France
orientxxi.info,FR,France
orne-hebdo.fr,FR,France
ouest-france.fr,FR,France
ouifm.fr,FR,France
oumma.com,FR,France
ozap.com,FR,France
pagtour.net,FR,France
panda.org,FR,France
parents.fr,FR,France
paris-communiques.com,FR,France
paris-normandie.fr,FR,France
paris-turf.com,FR,France
paris.fr,FR,France
parisfans.fr,FR,France
parisguardian.com,FR,France
parismatch.com,FR,France
paristeam.fr,FR,France
parti-socialiste.fr,FR,France
pasdecalais.fr,FR,France
patrimoine.lesechos.fr,FR,France
paysdechateaubriant.fr,FR,France
pcf.fr,FR,France
periodicozumbandodigital.com,FR,France
petitbleu.fr,FR,France
petitpaume.com,FR,France
petpeoplesplace.com,FR,France
phonandroid.com,FR,France
picardie.fr,FR,France
pierrebrossolette.com,FR,France
planet.fr,FR,France
planetlemans.com,FR,France
pnc-contact.com,FR,France
pocketpcfrance.info,FR,France
pockett.net,FR,France
podiumcafe.com,FR,France
poitou-charentes.fr,FR,France
polefruitierbretagne.fr,FR,France
politis.fr,FR,France
polynesie.la1ere.fr,FR,France
pontivyjournal.fr,FR,France
popnews.com,FR,France
portugues.rfi.fr,FR,France
potins.net,FR,France
pourquoidocteur.fr,FR,France
pratique.fr,FR,France
pref.gouv.fr,FR,France
premiere.fr,FR,France
premiumbeautynews.com,FR,France
presse-citron.net,FR,France
presseocean.fr,FR,France
presseoutremer.fr,FR,France
pro.largus.fr,FR,France
programme-television.org,FR,France
programme-tv.net,FR,France
pt.rfi.fr,FR,France
public.fr,FR,France
publicsenat.fr,FR,France
punchdrink.com,FR,France
purebreak.com,FR,France
purepeople.com,FR,France
puretrend.com,FR,France
quechoisir.org,FR,France
quotidiendutourisme.com,FR,France
ra-sante.com,FR,France
rabidrepublicanblog.com,FR,France
racing-1.com,FR,France
radinrue.com,FR,France
radins.com,FR,France
radio-monaco.com,FR,France
radioactu.com,FR,France
radiofrance.fr,FR,France
radionotredame.net,FR,France
radioscoop.com,FR,France
rcf.fr,FR,France
ref68.com,FR,France
referencement-internet-web.com,FR,France
region-basse-normandie.fr,FR,France
region-bourgogne.fr,FR,France
region.alsace,FR,France
regionlimousin.fr,FR,France
regionpaca.fr,FR,France
rencontres-webcams.net,FR,France
reponseatout.com,FR,France
reporterre.net,FR,France
republicain-lorrain.fr,FR,France
republicains.fr,FR,France
reseaux-telecoms.net,FR,France
respectmag.com,FR,France
reunion.la1ere.fr,FR,France
revenuagricole.fr,FR,France
reviewer.lavoixdunord.fr,FR,France
rezo.net,FR,France
rfi.fr,FR,France
riff.org,FR,France
riskassur-hebdo.com,FR,France
rivieratimes.com,FR,France
routard.com,FR,France
rse-magazine.com,FR,France
rtcc.org,FR,France
rtl.fr,FR,France
rtl2.fr,FR,France
ru.rfi.fr,FR,France
rudebaguette.com,FR,France
rue89lyon.fr,FR,France
rueducommerce.fr,FR,France
sante.lefigaro.fr,FR,France
santelog.com,FR,France
santemagazine.fr,FR,France
saoneetloire71.fr,FR,France
saphirnews.com,FR,France
satellifax.com,FR,France
sciencepost.fr,FR,France
sciencesetavenir.fr,FR,France
seine-et-marne.fr,FR,France
seloger.com,FR,France
senat.fr,FR,France
senioractu.com,FR,France
sepak.com,FR,France
series-tv.premiere.fr,FR,France
seronet.info,FR,France
service-public.fr,FR,France
servicesmobiles.fr,FR,France
setanta.com,FR,France
silicon.fr,FR,France
silvereco.fr,FR,France
sixactualites.fr,FR,France
skipass.com,FR,France
skyrock.com,FR,France
slate.fr,FR,France
slateafrique.com,FR,France
smartphonefrance.info,FR,France
societe.com,FR,France
sofoot.com,FR,France
sortir.telerama.fr,FR,France
sport24.lefigaro.fr,FR,France
staragora.com,FR,France
stars-actu.fr,FR,France
stuffi.fr,FR,France
sudouest.fr,FR,France
sudradio.fr,FR,France
survie.org,FR,France
suz.free.fr,FR,France
sxminfo.fr,FR,France
syfy.fr,FR,France
taaf.fr,FR,France
tarbes7.fr,FR,France
techniques-ingenieur.fr,FR,France
techno-science.net,FR,France
telerama.fr,FR,France
telesatellite.com,FR,France
telestar.fr,FR,France
television.telerama.fr,FR,France
tendanceouest.com,FR,France
tendanceouestrouen.com,FR,France
terraeco.net,FR,France
terrafemina.com,FR,France
terre-net.fr,FR,France
territoiredebelfort.fr,FR,France
tf1.fr,FR,France
theclimategroup.org,FR,France
thegoodlifefrance.com,FR,France
thelocal.fr,FR,France
theverb.org,FR,France
tibet.fr,FR,France
timetravelturtle.com,FR,France
tomsguide.fr,FR,France
tomshardware.fr,FR,France
topbettingsites.com,FR,France
topmercato.com,FR,France
topnormandie.com,FR,France
topsante.com,FR,France
touleco.fr,FR,France
toulouse7.com,FR,France
toulouseinfos.fr,FR,France
tourhebdo.com,FR,France
tourmag.com,FR,France
touslesdrivers.com,FR,France
tout-metz.com,FR,France
toutelaculture.com,FR,France
toutelatele.com,FR,France
touteleurope.eu,FR,France
toutlecine.challenges.fr,FR,France
toutsurlesplacements.com,FR,France
trader-forex.fr,FR,France
tradingsat.com,FR,France
tribune-assurance.fr,FR,France
turbo.fr,FR,France
tuxboard.com,FR,France
tv5monde.com,FR,France
tvmag.lefigaro.fr,FR,France
u-m-p.org,FR,France
u2france.com,FR,France
unesco.org,FR,France
unifrance.org,FR,France
universfreebox.com,FR,France
up-magazine.info,FR,France
usine-digitale.fr,FR,France
usinenouvelle.com,FR,France
valdemarne.fr,FR,France
valeursactuelles.com,FR,France
vanityfair.fr,FR,France
varmatin.com,FR,France
vedura.fr,FR,France
velo101.com,FR,France
velovoices.com,FR,France
vendeeinfo.net,FR,France
vi.rfi.fr,FR,France
videos.leparisien.fr,FR,France
ville-bezons.fr,FR,France
vipress.net,FR,France
virginradio.fr,FR,France
virusphoto.com,FR,France
vitisphere.com,FR,France
viva.presse.fr,FR,France
voici.fr,FR,France
vosgesmatin.fr,FR,France
votreargent.lexpress.fr,FR,France
vousnousils.fr,FR,France
w3sh.com,FR,France
wallisfutuna.la1ere.fr,FR,France
warrenfyfepdf.net,FR,France
wearemobians.com,FR,France
web-agri.fr,FR,France
weblife.fr,FR,France
webtelevisionobserver.com,FR,France
webtimemedias.com,FR,France
webtoulousain.fr,FR,France
webzeen.fr,FR,France
wedemain.fr,FR,France
whoswho.fr,FR,France
wikipedia.org,FR,France
wimbledon.com,FR,France
wine-searcher.com,FR,France
wk-rh.fr,FR,France
xbox.com,FR,France
xcmag.com,FR,France
yagg.com,FR,France
yesicannes.com,FR,France
yvelines.fr,FR,France
zamanfrance.fr,FR,France
zataz.com,FR,France
zdnet.fr,FR,France
zebulon.fr,FR,France
zevillage.net,FR,France
zone-numerique.com,FR,France
zonebourse.com,FR,France
zoomdici.fr,FR,France
acdhrs.org,GA,Gambia
achpr.org,GA,Gambia
askanisenegambia.com,GA,Gambia
banjulfocus.com,GA,Gambia
foroyaa.gm,GA,Gambia
freedomnewspaper.com,GA,Gambia
gainako.com,GA,Gambia
gambianewsonline.com,GA,Gambia
jollofnews.com,GA,Gambia
observer.gm,GA,Gambia
senegambianews.com,GA,Gambia
statehouse.gm,GA,Gambia
thepoint.gm,GA,Gambia
thevoicegambia.com,GA,Gambia
tuttiicriminidegliimmigrati.com,GA,Gambia
wp.observer.gm,GA,Gambia
104fm.gr,GR,Greece
3vita.gr,GR,Greece
4troxoi.gr,GR,Greece
902.gr,GR,Greece
achaianews.gr,GR,Greece
aerasnews.gr,GR,Greece
aftodioikisi.gr,GR,Greece
agelioforos.gr,GR,Greece
agon.gr,GR,Greece
agonaskritis.gr,GR,Greece
agriniovoice.gr,GR,Greece
agronews.gr,GR,Greece
aixmi-news.gr,GR,Greece
alfavita.gr,GR,Greece
alpha965.gr,GR,Greece
alphatv.gr,GR,Greece
altsantiri.gr,GR,Greece
amna.gr,GR,Greece
anarkismo.net,GR,Greece
anexartitos.gr,GR,Greece
anparatiritis.gr,GR,Greece
ant1iwo.com,GR,Greece
antenna.gr,GR,Greece
antennafm.gr,GR,Greece
arcadiaportal.gr,GR,Greece
arenafm.gr,GR,Greece
argoliki.gr,GR,Greece
army.gr,GR,Greece
aske.gr,GR,Greece
atenasdigital.com,GR,Greece
athensvoice.gr,GR,Greece
athina984.gr,GR,Greece
athinorama.gr,GR,Greece
athleticradio.gr,GR,Greece
auto.in.gr,GR,Greece
avgi.gr,GR,Greece
azator.gr,GR,Greece
azinlikca.net,GR,Greece
bankingnews.gr,GR,Greece
bankofgreece.gr,GR,Greece
banksnews.gr,GR,Greece
bankwars.gr,GR,Greece
betblog.gr,GR,Greece
bmcreview.org,GR,Greece
businessnews.gr,GR,Greece
cadtm.org,GR,Greece
candianews.gr,GR,Greece
capital.gr,GR,Greece
capitalhealth.gr,GR,Greece
cna.gr,GR,Greece
cnn.gr,GR,Greece
contra.gr,GR,Greece
cosmoradio.gr,GR,Greece
creditwritedowns.com,GR,Greece
cretalive.gr,GR,Greece
crete2day.gr,GR,Greece
culturenow.gr,GR,Greece
cyceon.com,GR,Greece
derivatives.gr,GR,Greece
difernews.gr,GR,Greece
digitallife.gr,GR,Greece
digitalnews.gr,GR,Greece
dikaiologitika.gr,GR,Greece
diktyofm.gr,GR,Greece
dimokratiki.gr,GR,Greece
drive.gr,GR,Greece
drt915.gr,GR,Greece
e-forologia.gr,GR,Greece
e-thessalia.gr,GR,Greece
e-typos.com,GR,Greece
ecb.europa.eu,GR,Greece
econews.gr,GR,Greece
efsyn.gr,GR,Greece
efxnews.com,GR,Greece
ekathimerini.com,GR,Greece
ekriti.gr,GR,Greece
eleftheria.gr,GR,Greece
eleftheriaonline.gr,GR,Greece
elkosmos.gr,GR,Greece
emea.gr,GR,Greece
empisteutiko.gr,GR,Greece
emprosnet.gr,GR,Greece
enallaxnews.gr,GR,Greece
english.capital.gr,GR,Greece
enikonomia.gr,GR,Greece
epikaira.gr,GR,Greece
epohi.gr,GR,Greece
epoli.gr,GR,Greece
ertopen.com,GR,Greece
espiv.net,GR,Greece
ethnos.gr,GR,Greece
eu.greekreporter.gr,GR,Greece
eubusiness.com,GR,Greece
euinside.eu,GR,Greece
euro2day.gr,GR,Greece
eurocapital.gr,GR,Greece
europeanvoice.com,GR,Greece
eviagreen.gr,GR,Greece
eviagreen.gr,GR,Greece
evianews.com,GR,Greece
evianews.gr,GR,Greece
eviaportal.gr,GR,Greece
finance.in.gr,GR,Greece
flynews.gr,GR,Greece
focusfm.gr,GR,Greece
foititikanea.gr,GR,Greece
forex.capital.gr,GR,Greece
forexlive.com,GR,Greece
forin.gr,GR,Greece
fpress.gr,GR,Greece
frontex.europa.eu,GR,Greece
fxwire.pro,GR,Greece
gavdosfm.gr,GR,Greece
gazzetta.gr,GR,Greece
geetha.mil.gr,GR,Greece
goodnet.gr,GR,Greece
gossip-tv.gr,GR,Greece
gothess.gr,GR,Greece
gr.greekreporter.gr,GR,Greece
greecelands.com,GR,Greece
greekamericannewsagency.com,GR,Greece
greekcrisis.net,GR,Greece
greekherald.com,GR,Greece
greekmoney.gr,GR,Greece
greeknewsonline.com,GR,Greece
greekreporter.com,GR,Greece
griechenland.net,GR,Greece
guengl.eu,GR,Greece
hashmag.gr,GR,Greece
health.in.gr,GR,Greece
healthierworld.gr,GR,Greece
healthmag.gr,GR,Greece
hellenicnews.com,GR,Greece
hellenicparliament.gr,GR,Greece
himara.gr,GR,Greece
hit-channel.com,GR,Greece
hri.org,GR,Greece
huffingtonpost.gr,GR,Greece
iatroi.eu,GR,Greece
ideesmag.gr,GR,Greece
iefimerida.gr,GR,Greece
iguru.gr,GR,Greece
imerazante.gr,GR,Greece
imerisia-ver.gr,GR,Greece
imerisia.gr,GR,Greece
in.gr,GR,Greece
in2life.gr,GR,Greece
inewsgr.com,GR,Greece
info-grece.com,GR,Greece
infogrecia.net,GR,Greece
inkefalonia.gr,GR,Greece
insider.gr,GR,Greece
insomnia.gr,GR,Greece
insuranceworld.gr,GR,Greece
inveria.gr,GR,Greece
ipaideia.gr,GR,Greece
ipiros.gr,GR,Greece
itry4u.com,GR,Greece
jenny.gr,GR,Greece
ka-business.gr,GR,Greece
kalabakacity.gr,GR,Greece
karfitsa.gr,GR,Greece
kathimerini.gr,GR,Greece
kerdos.gr,GR,Greece
kilkistoday.gr,GR,Greece
kke.gr,GR,Greece
koinignomi.gr,GR,Greece
koolnews.gr,GR,Greece
liberal.gr,GR,Greece
life.gr,GR,Greece
lifo.gr,GR,Greece
linenet.gr,GR,Greece
loveradio.gr,GR,Greece
lykavitos.gr,GR,Greece
madata.gr,GR,Greece
mail.prismanews.gr,GR,Greece
makthes.gr,GR,Greece
marketmoves.com,GR,Greece
marketnews.gr,GR,Greece
marxist.com,GR,Greece
matrix24.gr,GR,Greece
maxhnews.com,GR,Greece
megaraonair.gr,GR,Greece
megatv.com,GR,Greece
metaforespress.gr,GR,Greece
mfa.gr,GR,Greece
mikrometoxos.gr,GR,Greece
msf.gr,GR,Greece
multi-news.gr,GR,Greece
myefimerida.gr,GR,Greece
naftemporiki.gr,GR,Greece
nbg.gr,GR,Greece
neoskosmos.com,GR,Greece
nerit.gr,GR,Greece
newmoney.gr,GR,Greece
newpost.gr,GR,Greece
news.in.gr,GR,Greece
news.makedonias.gr,GR,Greece
news.travelling.gr,GR,Greece
news247.gr,GR,Greece
newsbeast.gr,GR,Greece
newsbomb.gr,GR,Greece
newsit.gr,GR,Greece
newsnowgr.com,GR,Greece
newsonly.gr,GR,Greece
nocomments.gr,GR,Greece
nooz.gr,GR,Greece
notosnet.gr,GR,Greece
novacinema.gr,GR,Greece
observinghermann.com,GR,Greece
onmed.gr,GR,Greece
opinionpost.gr,GR,Greece
pallinotropio.gr,GR,Greece
pamehellas.gr,GR,Greece
pappaspost.com,GR,Greece
parapolitika.gr,GR,Greece
parapolitikaradio.gr,GR,Greece
paratiritis-news.gr,GR,Greece
paratrixa.skai.gr,GR,Greece
pathfinder.gr,GR,Greece
patrasevents.gr,GR,Greece
patrastimes.gr,GR,Greece
patratora.gr,GR,Greece
pelop.gr,GR,Greece
pentapostagma.gr,GR,Greece
pepper966.gr,GR,Greece
pestaola.gr,GR,Greece
phantis.com,GR,Greece
philenews.com,GR,Greece
planet-radio.gr,GR,Greece
pliroforiodotis.gr,GR,Greece
polispress.gr,GR,Greece
politicsonline.gr,GR,Greece
politisonline.com,GR,Greece
pontos-news.gr,GR,Greece
portnet.gr,GR,Greece
prismanews.gr,GR,Greece
protagon.gr,GR,Greece
protothema.gr,GR,Greece
provocateur.gr,GR,Greece
queen.gr,GR,Greece
radio-lehovo.gr,GR,Greece
radiogamma.gr,GR,Greece
radiolasithi.gr,GR,Greece
